Name,Country,Confederation,Position,Attack,Passing,P,Goals,Assists,WC_P,WC_Goals,WC_Assists
Enock Mwepu,Zambia,CAF,MID,6,4,0,0,0,0,0,0
Kings Kangwa,Zambia,CAF,MID,7,10,0,0,0,0,0,0
Benson Sakala,Zambia,CAF,MID,8,10,0,0,0,0,0,0
Fashion Sakala,Zambia,CAF,ATK,9,8,0,0,0,0,0,0
Justin Shonga,Zambia,CAF,ATK,10,8,0,0,0,0,0,0
Christoffer Mafoumbi,Congo,CAF,GK,0,0,0,0,0,0,0,0
Dimitri Bissiki,Congo,CAF,DEF,1,2,0,0,0,0,0,0
Carof Bakou,Congo,CAF,DEF,2,2,0,0,0,0,0,0
Fernard Mayembo,Congo,CAF,DEF,3,5,0,0,0,0,0,0
Beranger Itoua,Congo,CAF,DEF,4,5,0,0,0,0,0,0
Amour Loussoukou,Congo,CAF,MID,5,4,0,0,0,0,0,0
Durel Avounou,Congo,CAF,MID,6,4,0,0,0,0,0,0
Gaius Makouta,Congo,CAF,MID,7,10,0,0,0,0,0,0
Harvy Ossete,Congo,CAF,MID,8,10,0,0,0,0,0,0
Prince Ibara,Congo,CAF,ATK,9,8,0,0,0,0,0,0
Thievy Bifouma,Congo,CAF,ATK,10,8,0,0,0,0,0,0
Melvin Adrien,Madagascar,CAF,GK,0,0,0,0,0,0,0,0
Pascal Razakanantenaina,Madagascar,CAF,DEF,1,2,0,0,0,0,0,0
Thomas Fontaine,Madagascar,CAF,DEF,2,2,0,0,0,0,0,0
J??r??me Mombris,Madagascar,CAF,DEF,3,5,0,0,0,0,0,0
Romain M??tanire,Madagascar,CAF,DEF,4,5,0,0,0,0,0,0
Ibrahim Amada,Madagascar,CAF,MID,5,4,0,0,0,0,0,0
Arohasina Andrianarimanana,Madagascar,CAF,MID,6,4,0,0,0,0,0,0
Zotsara Randriambololona,Madagascar,CAF,MID,7,10,0,0,0,0,0,0
Anicet Abel,Madagascar,CAF,MID,8,10,0,0,0,0,0,0
Lala??na Nomenjanahary,Madagascar,CAF,ATK,9,8,0,0,0,0,0,0
Paulin Voavy,Madagascar,CAF,ATK,10,8,0,0,0,0,0,0
Namori Diaw,Mauritania,CAF,GK,0,0,0,0,0,0,0,0
Abdoul Ba,Mauritania,CAF,DEF,1,2,0,0,0,0,0,0
Moustapha Diow,Mauritania,CAF,DEF,2,2,0,0,0,0,0,0
Bakary N'Daiye,Mauritania,CAF,DEF,3,5,0,0,0,0,0,0
Diade Diarra,Mauritania,CAF,DEF,4,5,0,0,0,0,0,0
Hacen El Ide,Mauritania,CAF,MID,5,4,0,0,0,0,0,0
Mohamed Yali,Mauritania,CAF,MID,6,4,0,0,0,0,0,0
Alassane Diop ,Mauritania,CAF,MID,7,10,0,0,0,0,0,0
Abdallahi Mahmoud,Mauritania,CAF,MID,8,10,0,0,0,0,0,0
Ndioko Niassa,Mauritania,CAF,ATK,9,8,0,0,0,0,0,0
Cheikh Ahmed,Mauritania,CAF,ATK,10,8,0,0,0,0,0,0
James Saruni,Kenya,CAF,GK,0,0,0,0,0,0,0,0
Joash Onyango,Kenya,CAF,DEF,1,2,0,0,0,0,0,0
Johnstone Omurwa,Kenya,CAF,DEF,2,2,0,0,0,0,0,0
Joseph Okumu,Kenya,CAF,DEF,3,5,0,0,0,0,0,0
Eric Ouma,Kenya,CAF,DEF,4,5,0,0,0,0,0,0
Victor Wanyama,Kenya,CAF,MID,5,4,0,0,0,0,0,0
Kenneth Muguna,Kenya,CAF,MID,6,4,0,0,0,0,0,0
Teddy Akumu,Kenya,CAF,MID,7,10,0,0,0,0,0,0
Hassan Abdallah,Kenya,CAF,MID,8,10,0,0,0,0,0,0
Masoud Juma,Kenya,CAF,ATK,9,8,0,0,0,0,0,0
Michael Olunga,Kenya,CAF,ATK,10,8,0,0,0,0,0,0
Victor Guambe,Mozambique,CAF,GK,0,0,0,0,0,0,0,0
Nanani,Mozambique,CAF,DEF,1,2,0,0,0,0,0,0
Zainadine Junior,Mozambique,CAF,DEF,2,2,0,0,0,0,0,0
Mexer,Mozambique,CAF,DEF,3,5,0,0,0,0,0,0
Jeitoso,Mozambique,CAF,DEF,4,5,0,0,0,0,0,0
Manuel Kambala,Mozambique,CAF,MID,5,4,0,0,0,0,0,0
Kito,Mozambique,CAF,MID,6,4,0,0,0,0,0,0
Salomao Mondlane,Mozambique,CAF,MID,7,10,0,0,0,0,0,0
Domingues,Mozambique,CAF,MID,8,10,0,0,0,0,0,0
Luis Miquissone,Mozambique,CAF,ATK,9,8,0,0,0,0,0,0
Geny Catamo,Mozambique,CAF,ATK,10,8,0,0,0,0,0,0
Tatenda Mkuruva,Zimbabwe,CAF,GK,0,0,0,0,0,0,0,0
Brendan Galloway,Zimbabwe,CAF,DEF,1,2,0,0,0,0,0,0
Divine Lunga,Zimbabwe,CAF,DEF,2,2,0,0,0,0,0,0
Alec Mudimu,Zimbabwe,CAF,DEF,3,5,0,0,0,0,0,0
Teenage Hadebe,Zimbabwe,CAF,DEF,4,5,0,0,0,0,0,0
Kudakwashe Mahachi,Zimbabwe,CAF,MID,5,4,0,0,0,0,0,0
Ovidy Karuru,Zimbabwe,CAF,MID,6,4,0,0,0,0,0,0
Khama Billiat,Zimbabwe,CAF,MID,7,10,0,0,0,0,0,0
Knowledge Musona,Zimbabwe,CAF,MID,8,10,0,0,0,0,0,0
Tino Kadawere,Zimbabwe,CAF,ATK,9,8,0,0,0,0,0,0
Prince Dube,Zimbabwe,CAF,ATK,10,8,0,0,0,0,0,0
Murad Al-Wuheeshi,Libya,CAF,GK,0,0,0,0,0,0,0,0
Rabea Al Laafi,Libya,CAF,DEF,1,2,0,0,0,0,0,0
Ahmed Al-Maghasi,Libya,CAF,DEF,2,2,0,0,0,0,0,0
Mohamed Al-Tarhuni,Libya,CAF,DEF,3,5,0,0,0,0,0,0
Motasem Sabbou,Libya,CAF,DEF,4,5,0,0,0,0,0,0
Rabia Al-Shadi,Libya,CAF,MID,5,4,0,0,0,0,0,0
Salem Ablo,Libya,CAF,MID,6,4,0,0,0,0,0,0
Ali Elmustrati,Libya,CAF,MID,7,10,0,0,0,0,0,0
Faisal Al Badri,Libya,CAF,MID,8,10,0,0,0,0,0,0
Ibrahim Bodbous,Libya,CAF,ATK,9,8,0,0,0,0,0,0
Moataz Al-Mehdi,Libya,CAF,ATK,10,8,0,0,0,0,0,0
Daouda Kassaly,Niger,CAF,GK,0,0,0,0,0,0,0,0
Abdoul Garba,Niger,CAF,DEF,1,2,0,0,0,0,0,0
Herve Lybohy,Niger,CAF,DEF,2,2,0,0,0,0,0,0
Yacouba Diori,Niger,CAF,DEF,3,5,0,0,0,0,0,0
Abdoul Razak Seyni,Niger,CAF,DEF,4,5,0,0,0,0,0,0
Boubacar Moumouni,Niger,CAF,MID,5,4,0,0,0,0,0,0
Boubacar Talatou,Niger,CAF,MID,6,4,0,0,0,0,0,0
Youssouf Oumarou,Niger,CAF,MID,7,10,0,0,0,0,0,0
Victorien Adebayor,Niger,CAF,MID,8,10,0,0,0,0,0,0
Amadou Moutari,Niger,CAF,ATK,9,8,0,0,0,0,0,0
Issa Djibrilla,Niger,CAF,ATK,10,8,0,0,0,0,0,0
Levant Gbawito,Central African Republic,CAF,GK,0,0,0,0,0,0,0,0
Marc Yapende,Central African Republic,CAF,DEF,1,2,0,0,0,0,0,0
Cedric Yambere,Central African Republic,CAF,DEF,2,2,0,0,0,0,0,0
Flory Yangao,Central African Republic,CAF,DEF,3,5,0,0,0,0,0,0
Foxi Kethevoama,Central African Republic,CAF,MID,4,5,0,0,0,0,0,0
Issac Ngoma,Central African Republic,CAF,MID,5,4,0,0,0,0,0,0
Geoffrey Kondogbia,Central African Republic,CAF,MID,6,4,0,0,0,0,0,0
Wlifried Zahibo,Central African Republic,CAF,MID,7,10,0,0,0,0,0,0
Jospin Gaopandia,Central African Republic,CAF,MID,8,10,0,0,0,0,0,0
Alfred Toussaint Gombe-Fei,Central African Republic,CAF,ATK,9,8,0,0,0,0,0,0
Louis Mafouta,Central African Republic,CAF,ATK,10,8,0,0,0,0,0,0
Mohamed Kamara,Sierra Leone,CAF,GK,0,0,0,0,0,0,0,0
Osman Kakay,Sierra Leone,CAF,DEF,1,2,0,0,0,0,0,0
Mustapha Dumbuya,Sierra Leone,CAF,DEF,2,2,0,0,0,0,0,0
Yeami Dunia,Sierra Leone,CAF,DEF,3,5,0,0,0,0,0,0
Umaru Bangura,Sierra Leone,CAF,DEF,4,5,0,0,0,0,0,0
John Kamara,Sierra Leone,CAF,MID,5,4,0,0,0,0,0,0
Medo,Sierra Leone,CAF,MID,6,4,0,0,0,0,0,0
Kwame Quee,Sierra Leone,CAF,MID,7,10,0,0,0,0,0,0
Mohamed Buya Turay,Sierra Leone,CAF,ATK,8,10,0,0,0,0,0,0
Kei Kamara,Sierra Leone,CAF,ATK,9,8,0,0,0,0,0,0
Alhaji Kamara,Sierra Leone,CAF,ATK,10,8,0,0,0,0,0,0
Ndisiro Kamaijanda,Namibia,CAF,GK,0,0,0,0,0,0,0,0
Ryan Nyambe,Namibia,CAF,DEF,1,2,0,0,0,0,0,0
Riaan Hanamub,Namibia,CAF,DEF,2,2,0,0,0,0,0,0
Emilio Martin,Namibia,CAF,DEF,3,5,0,0,0,0,0,0
Ananias Gebhardt,Namibia,CAF,DEF,4,5,0,0,0,0,0,0
Dynamo Fredericks,Namibia,CAF,MID,5,4,0,0,0,0,0,0
Willy Stephanus,Namibia,CAF,MID,6,4,0,0,0,0,0,0
Absalom Limbondi,Namibia,CAF,MID,7,10,0,0,0,0,0,0
Deon Hotto,Namibia,CAF,MID,8,10,0,0,0,0,0,0
Joslin Kamatuka,Namibia,CAF,ATK,9,8,0,0,0,0,0,0
Peter Shalulile,Namibia,CAF,ATK,10,8,0,0,0,0,0,0
Jonas Mendes,Guinea-Bissau,CAF,GK,0,0,0,0,0,0,0,0
Nanu,Guinea-Bissau,CAF,DEF,1,2,0,0,0,0,0,0
Leonel Ucha,Guinea-Bissau,CAF,DEF,2,2,0,0,0,0,0,0
Rudinilson,Guinea-Bissau,CAF,DEF,3,5,0,0,0,0,0,0
Juary Soares,Guinea-Bissau,CAF,DEF,4,5,0,0,0,0,0,0
Bura Nogueira,Guinea-Bissau,CAF,MID,5,4,0,0,0,0,0,0
Joao Jaquite,Guinea-Bissau,CAF,MID,6,4,0,0,0,0,0,0
Alfa Semedo,Guinea-Bissau,CAF,MID,7,10,0,0,0,0,0,0
Pele,Guinea-Bissau,CAF,MID,8,10,0,0,0,0,0,0
Joseph Mendes,Guinea-Bissau,CAF,ATK,9,8,0,0,0,0,0,0
Piqueti,Guinea-Bissau,CAF,ATK,10,8,0,0,0,0,0,0
Brighton Munthali,Malawi,CAF,GK,0,0,0,0,0,0,0,0
Stanley Sanudi,Malawi,CAF,DEF,1,2,0,0,0,0,0,0
Peter Cholopi,Malawi,CAF,DEF,2,2,0,0,0,0,0,0
Limbikani Mzava,Malawi,CAF,DEF,3,5,0,0,0,0,0,0
Charles Petro,Malawi,CAF,DEF,4,5,0,0,0,0,0,0
Chimango Kayira,Malawi,CAF,MID,5,4,0,0,0,0,0,0
Peter Banda,Malawi,CAF,MID,6,4,0,0,0,0,0,0
John Banda,Malawi,CAF,MID,7,10,0,0,0,0,0,0
Gerald Phiri Jr.,Malawi,CAF,MID,8,10,0,0,0,0,0,0
Richard Mbulu,Malawi,CAF,ATK,9,8,0,0,0,0,0,0
Gabadinho Mhango,Malawi,CAF,ATK,10,8,0,0,0,0,0,0
Antonio,Angola,CAF,GK,0,0,0,0,0,0,0,0
Paizo,Angola,CAF,DEF,1,2,0,0,0,0,0,0
Jonathan Buatu,Angola,CAF,DEF,2,2,0,0,0,0,0,0
Clinton Mata,Angola,CAF,DEF,3,5,0,0,0,0,0,0
Bastos,Angola,CAF,DEF,4,5,0,0,0,0,0,0
Herenilson,Angola,CAF,MID,5,4,0,0,0,0,0,0
Estrela,Angola,CAF,MID,6,4,0,0,0,0,0,0
Show,Angola,CAF,MID,7,10,0,0,0,0,0,0
Fredy,Angola,CAF,MID,8,10,0,0,0,0,0,0
Ary Papel,Angola,CAF,ATK,9,8,0,0,0,0,0,0
Gelson Dala,Angola,CAF,ATK,10,8,0,0,0,0,0,0
Akram El Hadi Salim,Sudan,CAF,GK,0,0,0,0,0,0,0,0
Amir Kamal ,Sudan,CAF,DEF,1,2,0,0,0,0,0,0
Faris Abdalla ,Sudan,CAF,DEF,2,2,0,0,0,0,0,0
Ahmed Wadah,Sudan,CAF,DEF,3,5,0,0,0,0,0,0
Athar El Tahir,Sudan,CAF,DEF,4,5,0,0,0,0,0,0
Nasr Eldin El Shigail,Sudan,CAF,MID,5,4,0,0,0,0,0,0
Walieldin Khidir,Sudan,CAF,MID,6,4,0,0,0,0,0,0
Moaaz Adbelraheem,Sudan,CAF,MID,7,10,0,0,0,0,0,0
Abuaagla Abdalla,Sudan,CAF,MID,8,10,0,0,0,0,0,0
Seifeldin Malik,Sudan,CAF,ATK,9,8,0,0,0,0,0,0
Mohamed Abdelrahman,Sudan,CAF,ATK,10,8,0,0,0,0,0,0
Malcolm Barcola,Togo,CAF,GK,0,0,0,0,0,0,0,0
Simon Gbegnon,Togo,CAF,DEF,1,2,0,0,0,0,0,0
Steve Lawson,Togo,CAF,DEF,2,2,0,0,0,0,0,0
Hakim Ouro-Sama,Togo,CAF,DEF,3,5,0,0,0,0,0,0
Djene Dakonam,Togo,CAF,DEF,4,5,0,0,0,0,0,0
Lalawele Atakora,Togo,CAF,MID,5,4,0,0,0,0,0,0
Flloyd Ayite,Togo,CAF,MID,6,4,0,0,0,0,0,0
Mathieu Dossevi,Togo,CAF,MID,7,10,0,0,0,0,0,0
Franco Atchou,Togo,CAF,MID,8,10,0,0,0,0,0,0
Kevin Denkey,Togo,CAF,ATK,9,8,0,0,0,0,0,0
Kodjo Fo-Doh,Togo,CAF,ATK,10,8,0,0,0,0,0,0
Ali Ahamada,Comoros,CAF,GK,0,0,0,0,0,0,0,0
Nadjim Abdou,Comoros,CAF,DEF,1,2,0,0,0,0,0,0
Said Bakari,Comoros,CAF,DEF,2,2,0,0,0,0,0,0
Benjaloud Youssouf,Comoros,CAF,DEF,3,5,0,0,0,0,0,0
Kassim M'Dahoma,Comoros,CAF,DEF,4,5,0,0,0,0,0,0
Rafidine Abdullah,Comoros,CAF,MID,5,4,0,0,0,0,0,0
Faouz Faidine ,Comoros,CAF,MID,6,4,0,0,0,0,0,0
Fauad Bachirou,Comoros,CAF,MID,7,10,0,0,0,0,0,0
Youssouf M'Changama,Comoros,CAF,MID,8,10,0,0,0,0,0,0
Ibroihim Youssouf,Comoros,CAF,ATK,9,8,0,0,0,0,0,0
El Fardou Ben Nebouhane,Comoros,CAF,ATK,10,8,0,0,0,0,0,0
Olivier Kwizera,Rwanda,CAF,GK,0,0,0,0,0,0,0,0
Emmenuel Imanishimwe,Rwanda,CAF,DEF,1,2,0,0,0,0,0,0
Thierry Manzi,Rwanda,CAF,DEF,2,2,0,0,0,0,0,0
Emery Bayisenge,Rwanda,CAF,DEF,3,5,0,0,0,0,0,0
Fitina Omborenga,Rwanda,CAF,DEF,4,5,0,0,0,0,0,0
Kevin Muhire,Rwanda,CAF,MID,5,4,0,0,0,0,0,0
Muhadjiri Hakizimana,Rwanda,CAF,MID,6,4,0,0,0,0,0,0
Yannick Mukunzi,Rwanda,CAF,MID,7,10,0,0,0,0,0,0
Haruna Niyonzima,Rwanda,CAF,MID,8,10,0,0,0,0,0,0
Meddie Kagere,Rwanda,CAF,ATK,9,8,0,0,0,0,0,0
Ernest Sugira,Rwanda,CAF,ATK,10,8,0,0,0,0,0,0
Jesus Owono,Equatorial Guinea,CAF,GK,0,0,0,0,0,0,0,0
Esteban Obiang,Equatorial Guinea,CAF,DEF,1,2,0,0,0,0,0,0
Luis Meseguer,Equatorial Guinea,CAF,DEF,2,2,0,0,0,0,0,0
Basilio Ndong,Equatorial Guinea,CAF,DEF,3,5,0,0,0,0,0,0
Carlos Akpo,Equatorial Guinea,CAF,DEF,4,5,0,0,0,0,0,0
Fede Bikoro,Equatorial Guinea,CAF,MID,5,4,0,0,0,0,0,0
Ruben Belima,Equatorial Guinea,CAF,MID,6,4,0,0,0,0,0,0
Jose Machin,Equatorial Guinea,CAF,MID,7,10,0,0,0,0,0,0
Pedro Obiang,Equatorial Guinea,CAF,MID,8,10,0,0,0,0,0,0
Jose Boacho,Equatorial Guinea,CAF,ATK,9,8,0,0,0,0,0,0
Emilio Nsue,Equatorial Guinea,CAF,ATK,10,8,0,0,0,0,0,0
Juma Kaseja,Tanzania,CAF,GK,0,0,0,0,0,0,0,0
Bakari Nondo,Tanzania,CAF,DEF,1,2,0,0,0,0,0,0
Kelvin Yondan,Tanzania,CAF,DEF,2,2,0,0,0,0,0,0
Erasto Nyoni,Tanzania,CAF,DEF,3,5,0,0,0,0,0,0
Shomari Kapombe,Tanzania,CAF,DEF,4,5,0,0,0,0,0,0
Feisal Salum,Tanzania,CAF,MID,5,4,0,0,0,0,0,0
Salum Abubakar,Tanzania,CAF,MID,6,4,0,0,0,0,0,0
Himid Mao,Tanzania,CAF,MID,7,10,0,0,0,0,0,0
Simon Msuva,Tanzania,CAF,MID,8,10,0,0,0,0,0,0
Hassan Dilunga,Tanzania,CAF,ATK,9,8,0,0,0,0,0,0
Raphael Bocco,Tanzania,CAF,ATK,10,8,0,0,0,0,0,0
Jonathan Nahimana,Burundi,CAF,GK,0,0,0,0,0,0,0,0
Emery Nimubona,Burundi,CAF,DEF,1,2,0,0,0,0,0,0
Philip Oslev,Burundi,CAF,DEF,2,2,0,0,0,0,0,0
Marco Weymans,Burundi,CAF,DEF,3,5,0,0,0,0,0,0
Frederic Nsabiyumva,Burundi,CAF,DEF,4,5,0,0,0,0,0,0
Gael Bigirimana,Burundi,CAF,MID,5,4,0,0,0,0,0,0
Fiston Abdul Razak,Burundi,CAF,MID,6,4,0,0,0,0,0,0
Saidi Ntibazonkiza,Burundi,CAF,MID,7,10,0,0,0,0,0,0
Jospin Nshimirimana,Burundi,CAF,MID,8,10,0,0,0,0,0,0
Cedric Amissi,Burundi,CAF,ATK,9,8,0,0,0,0,0,0
Christophe Nduwarugira,Burundi,CAF,ATK,10,8,0,0,0,0,0,0
Likano Mphuthing,Lesotho,CAF,GK,0,0,0,0,0,0,0,0
Motlomelo Mkhwanazi,Lesotho,CAF,DEF,1,2,0,0,0,0,0,0
Rethabile Rasethantsa,Lesotho,CAF,DEF,2,2,0,0,0,0,0,0
Basia Makepe,Lesotho,CAF,DEF,3,5,0,0,0,0,0,0
Nkau Lerotholi,Lesotho,CAF,DEF,4,5,0,0,0,0,0,0
Tshwarelo Bereng,Lesotho,CAF,MID,5,4,0,0,0,0,0,0
Lehlohonolo Fothoane,Lesotho,CAF,MID,6,4,0,0,0,0,0,0
Hlompho Kalake,Lesotho,CAF,MID,7,10,0,0,0,0,0,0
Tsoanelo Koetle,Lesotho,CAF,MID,8,10,0,0,0,0,0,0
Sera Motebang,Lesotho,CAF,ATK,9,8,0,0,0,0,0,0
Jane Thabantso,Lesotho,CAF,ATK,10,8,0,0,0,0,0,0
Kabelo Dambe,Botswana,CAF,GK,0,0,0,0,0,0,0,0
Mothusi Johnson,Botswana,CAF,DEF,1,2,0,0,0,0,0,0
Oftense Nato,Botswana,CAF,DEF,2,2,0,0,0,0,0,0
Mogakolodi Ngele,Botswana,CAF,DEF,3,5,0,0,0,0,0,0
Segolame Boy,Botswana,CAF,DEF,4,5,0,0,0,0,0,0
Galabgwe Moyana,Botswana,CAF,MID,5,4,0,0,0,0,0,0
Tebogo Sembowa,Botswana,CAF,MID,6,4,0,0,0,0,0,0
Kabelo Seakanyeng,Botswana,CAF,MID,7,10,0,0,0,0,0,0
Joel Mogorosi,Botswana,CAF,MID,8,10,0,0,0,0,0,0
Onkabetse Makgantai,Botswana,CAF,ATK,9,8,0,0,0,0,0,0
Jerome Ramatlhakwane,Botswana,CAF,ATK,10,8,0,0,0,0,0,0
Jemal Tassew,Ethiopia,CAF,GK,0,0,0,0,0,0,0,0
Ramadan Yusef,Ethiopia,CAF,DEF,1,2,0,0,0,0,0,0
Mujib Kassim,Ethiopia,CAF,DEF,2,2,0,0,0,0,0,0
Yared Baye,Ethiopia,CAF,DEF,3,5,0,0,0,0,0,0
Aschalew Tamene,Ethiopia,CAF,DEF,4,5,0,0,0,0,0,0
Maider Sherefa,Ethiopia,CAF,MID,5,4,0,0,0,0,0,0
Shimeket Gugesa,Ethiopia,CAF,MID,6,4,0,0,0,0,0,0
Surafel Dagnachew,Ethiopia,CAF,MID,7,10,0,0,0,0,0,0
Mesud Mohammed,Ethiopia,CAF,MID,8,10,0,0,0,0,0,0
Amanuel Gebremichael,Ethiopia,CAF,ATK,9,8,0,0,0,0,0,0
Getaneh Kebede ,Ethiopia,CAF,ATK,10,8,0,0,0,0,0,0
Tommy Songo,Liberia,CAF,GK,0,0,0,0,0,0,0,0
Jeremy Saygbe,Liberia,CAF,DEF,1,2,0,0,0,0,0,0
Sampson Dweh,Liberia,CAF,DEF,2,2,0,0,0,0,0,0
Daniel Paye,Liberia,CAF,DEF,3,5,0,0,0,0,0,0
Prince Nagbo,Liberia,CAF,DEF,4,5,0,0,0,0,0,0
Allen Njie,Liberia,CAF,MID,5,4,0,0,0,0,0,0
Sam Jackson,Liberia,CAF,MID,6,4,0,0,0,0,0,0
Oscar Dorley,Liberia,CAF,MID,7,10,0,0,0,0,0,0
Marcus Macauley,Liberia,CAF,MID,8,10,0,0,0,0,0,0
Peter Wilson ,Liberia,CAF,ATK,9,8,0,0,0,0,0,0
Alloy Brown,Liberia,CAF,ATK,10,8,0,0,0,0,0,0
Ncamiso Dlamini,Eswatini,CAF,GK,0,0,0,0,0,0,0,0
Mlamuli Msibi,Eswatini,CAF,DEF,1,2,0,0,0,0,0,0
Lindo Mkhonta,Eswatini,CAF,DEF,2,2,0,0,0,0,0,0
Sanele Tshawuka,Eswatini,CAF,DEF,3,5,0,0,0,0,0,0
Siboniso Mamba,Eswatini,CAF,DEF,4,5,0,0,0,0,0,0
Wandile Shabangu,Eswatini,CAF,MID,5,4,0,0,0,0,0,0
Sandile Gamedze,Eswatini,CAF,MID,6,4,0,0,0,0,0,0
Sifiso Matse,Eswatini,CAF,MID,7,10,0,0,0,0,0,0
Siboniso Ngwenya,Eswatini,CAF,MID,8,10,0,0,0,0,0,0
Fanelo Mamba,Eswatini,CAF,ATK,9,8,0,0,0,0,0,0
Sabelo Ndzinisa,Eswatini,CAF,ATK,10,8,0,0,0,0,0,0
Modou Jobe,Gambia,CAF,GK,0,0,0,0,0,0,0,0
Pa Modou Jagne,Gambia,CAF,DEF,1,2,0,0,0,0,0,0
Omar Colley,Gambia,CAF,DEF,2,2,0,0,0,0,0,0
Sulayman Marreh,Gambia,CAF,DEF,3,5,0,0,0,0,0,0
Bubacarr Sanneh,Gambia,CAF,DEF,4,5,0,0,0,0,0,0
Dawda Ngum,Gambia,CAF,MID,5,4,0,0,0,0,0,0
Alasana Manneh,Gambia,CAF,MID,6,4,0,0,0,0,0,0
Kalifa Manneh,Gambia,CAF,MID,7,10,0,0,0,0,0,0
Ebrima Sohna,Gambia,CAF,MID,8,10,0,0,0,0,0,0
Assan Ceesay,Gambia,CAF,ATK,9,8,0,0,0,0,0,0
Musa Barrow,Gambia,CAF,ATK,10,8,0,0,0,0,0,0
Majak Mawith,South Sudan,CAF,GK,0,0,0,0,0,0,0,0
Peter Maker,South Sudan,CAF,DEF,1,2,0,0,0,0,0,0
John Kuol Chol,South Sudan,CAF,DEF,2,2,0,0,0,0,0,0
Mutwiakil Yom,South Sudan,CAF,DEF,3,5,0,0,0,0,0,0
Rehan Angier,South Sudan,CAF,DEF,4,5,0,0,0,0,0,0
Ivan Wani,South Sudan,CAF,MID,5,4,0,0,0,0,0,0
Manyumow Achol,South Sudan,CAF,MID,6,4,0,0,0,0,0,0
Jackson Morgan,South Sudan,CAF,MID,7,10,0,0,0,0,0,0
Saad Musa,South Sudan,CAF,MID,8,10,0,0,0,0,0,0
Aluck Akech,South Sudan,CAF,ATK,9,8,0,0,0,0,0,0
Joseph Kuch Nyuar,South Sudan,CAF,ATK,10,8,0,0,0,0,0,0
Kevin Jean-Louis,Mauritius,CAF,GK,0,0,0,0,0,0,0,0
Lindsay Rose,Mauritius,CAF,DEF,1,2,0,0,0,0,0,0
Jean-Fabrice Augustin,Mauritius,CAF,DEF,2,2,0,0,0,0,0,0
Kerlson Agathe,Mauritius,CAF,DEF,3,5,0,0,0,0,0,0
Francis Rasolofonirina,Mauritius,CAF,DEF,4,5,0,0,0,0,0,0
Jeremy Villeneuve,Mauritius,CAF,MID,5,4,0,0,0,0,0,0
Adel Langue,Mauritius,CAF,MID,6,4,0,0,0,0,0,0
Samuel Brasse,Mauritius,CAF,MID,7,10,0,0,0,0,0,0
Kevin Perticots,Mauritius,CAF,MID,8,10,0,0,0,0,0,0
Gary Noel,Mauritius,CAF,ATK,9,8,0,0,0,0,0,0
Andy Sophie,Mauritius,CAF,ATK,10,8,0,0,0,0,0,0
Gabin Allambatnan,Chad,CAF,GK,0,0,0,0,0,0,0,0
Morgan Betorangal,Chad,CAF,DEF,1,2,0,0,0,0,0,0
Bechir Seid Djimet,Chad,CAF,DEF,2,2,0,0,0,0,0,0
Ahmat Abderamane,Chad,CAF,DEF,3,5,0,0,0,0,0,0
Constant Madtoingue,Chad,CAF,DEF,4,5,0,0,0,0,0,0
Aboubakar Abderahim,Chad,CAF,MID,5,4,0,0,0,0,0,0
Bakhit Djibrine,Chad,CAF,MID,6,4,0,0,0,0,0,0
Mahamat Labbo,Chad,CAF,MID,7,10,0,0,0,0,0,0
Eric Mbangossoum,Chad,CAF,MID,8,10,0,0,0,0,0,0
Casimir Ninga,Chad,CAF,ATK,9,8,0,0,0,0,0,0
Ezechiel N'Douassel,Chad,CAF,ATK,10,8,0,0,0,0,0,0
Innocent Abonihakuye,Djibouti,CAF,GK,0,0,0,0,0,0,0,0
Yabe Said,Djibouti,CAF,DEF,1,2,0,0,0,0,0,0
Abass Fouad Abdourahman,Djibouti,CAF,DEF,2,2,0,0,0,0,0,0
Fouad Moussa,Djibouti,CAF,DEF,3,5,0,0,0,0,0,0
Daoud Wais,Djibouti,CAF,DEF,4,5,0,0,0,0,0,0
Mohamed Salem Breik,Djibouti,CAF,MID,5,4,0,0,0,0,0,0
Moussa Hirir,Djibouti,CAF,MID,6,4,0,0,0,0,0,0
Mohamed Bourhan Mohamed,Djibouti,CAF,MID,7,10,0,0,0,0,0,0
Madhi Houssein Mahabeh,Djibouti,CAF,MID,8,10,0,0,0,0,0,0
Ahmed Omar,Djibouti,CAF,ATK,9,8,0,0,0,0,0,0
Mohamed Fouad Mohamed,Djibouti,CAF,ATK,10,8,0,0,0,0,0,0
Primo ,Sao Tome and Principe,CAF,GK,0,0,0,0,0,0,0,0
Traure,Sao Tome and Principe,CAF,DEF,1,2,0,0,0,0,0,0
Dilson,Sao Tome and Principe,CAF,DEF,2,2,0,0,0,0,0,0
Ivonaldo,Sao Tome and Principe,CAF,DEF,3,5,0,0,0,0,0,0
Jardel Nezare,Sao Tome and Principe,CAF,DEF,4,5,0,0,0,0,0,0
Harramiz,Sao Tome and Principe,CAF,MID,5,4,0,0,0,0,0,0
Tinho,Sao Tome and Principe,CAF,MID,6,4,0,0,0,0,0,0
Iniesta,Sao Tome and Principe,CAF,MID,7,10,0,0,0,0,0,0
Pogba,Sao Tome and Principe,CAF,MID,8,10,0,0,0,0,0,0
Luis Leal,Sao Tome and Principe,CAF,ATK,9,8,0,0,0,0,0,0
Ze,Sao Tome and Principe,CAF,ATK,10,8,0,0,0,0,0,0
